Subject,Condition,TweetID,TweetAccuracy,TweetEngage,TEndTime,TPageTime,TPAccuracy,TPEngage,TPEndTime,TPPageTime,FakeRate,FEndTime,FPageTime,Political_View,Trust_Tweet,Photoshop
1,1,3,Very Inaccurate (1),No Engagement,11.538,12.978,Very Inaccurate (1),No Engagement,3.253,4.079,More fake than real (2),2.38,4.046,1,2,0
1,2,1,Somewhat Accurate (4),No Engagement,1.701,3.047,Somewhat Accurate (4),No Engagement,1.557,2.784,More real than fake (4),0,0.928,1,2,0
1,3,2,Neither Accurate nor Inaccurate (3),No Engagement,7.214,8.512,Somewhat Inaccurate (2),No Engagement,0.943,2.575,Definitely fake (1),0,2.152,1,2,0
2,1,2,Somewhat Inaccurate (2),No Engagement,3.104,4.673,Somewhat Inaccurate (2),No Engagement,3.433,5.643,Definitely real (5),0,1.556,0,0,1
2,2,1,Neither Accurate nor Inaccurate (3),No Engagement,4.852,6.274,Neither Accurate nor Inaccurate (3),No Engagement,4.47,5.805,Definitely real (5),0,0.916,0,0,1
2,3,3,Somewhat Inaccurate (2),No Engagement,8.135,10.512,Somewhat Inaccurate (2),No Engagement,7.331,8.752,Definitely fake (1),0,1.292,0,0,1
3,1,3,Very Inaccurate (1),No Engagement,10.72,13.203,Very Inaccurate (1),No Engagement,10.936,12.346,I'm not sure (3),0,0.889,1,0,1
3,2,2,Very Accurate (5),No Engagement,7.233,9.204,Very Accurate (5),No Engagement,5.05,6.066,More real than fake (4),0,1.442,1,0,1
3,3,1,Somewhat Inaccurate (2),No Engagement,3.533,5.222,Somewhat Inaccurate (2),No Engagement,3.614,5.236,More fake than real (2),0,4.507,1,0,1
4,1,2,Very Inaccurate (1),No Engagement,4.289,4.952,Neither Accurate nor Inaccurate (3),No Engagement,18.345,19.4,More fake than real (2),9.317,10.099,0,1,1
4,2,1,Neither Accurate nor Inaccurate (3),Like,47.551,48.602,Somewhat Inaccurate (2),No Engagement,14.405,15.723,More fake than real (2),3.051,3.829,0,1,1
4,3,3,Somewhat Inaccurate (2),Reply,6.385,7.158,Very Inaccurate (1),Reply,8.343,8.786,More real than fake (4),5.151,5.803,0,1,1
5,1,1,Very Accurate (5),No Engagement,16.542,17.713,Very Accurate (5),No Engagement,8.485,9.012,Definitely real (5),4.474,5.107,0,1,1
5,2,3,Very Inaccurate (1),No Engagement,12.41,13.061,Very Inaccurate (1),No Engagement,22.655,23.22,Definitely real (5),4.072,4.746,0,1,1
5,3,2,Somewhat Inaccurate (2),No Engagement,22.725,23.423,Very Inaccurate (1),No Engagement,18.744,19.306,More real than fake (4),27.618,27.943,0,1,1
6,1,3,Very Inaccurate (1),No Engagement,20.612,21.391,Very Inaccurate (1),No Engagement,26.541,27.285,Definitely fake (1),8.022,8.772,1,2,1
6,2,2,Somewhat Accurate (4),No Engagement,14.232,14.883,Somewhat Accurate (4),No Engagement,12.762,13.385,More real than fake (4),8.667,9.496,1,2,1
6,3,1,Somewhat Inaccurate (2),No Engagement,27.292,28.277,Somewhat Inaccurate (2),No Engagement,33.9,34.858,More real than fake (4),14.193,15.194,1,2,1
7,1,2,Somewhat Accurate (4),No Engagement,4.192,5.207,Somewhat Accurate (4),No Engagement,3.946,5.029,More real than fake (4),10.718,12.25,0,1,0
7,2,1,Somewhat Accurate (4),No Engagement,7.233,8.25,Somewhat Accurate (4),No Engagement,3.467,4.557,More real than fake (4),1.885,3.085,0,1,0
7,3,3,Somewhat Inaccurate (2),No Engagement,6.982,8.516,Very Inaccurate (1),No Engagement,6.179,7.434,Definitely fake (1),2.088,3.683,0,1,0
8,1,1,Somewhat Accurate (4),No Engagement,11.768,14.15,Very Accurate (5),Like,6.592,8.909,More real than fake (4),0,1.979,0,0,0
8,2,2,Somewhat Inaccurate (2),No Engagement,4.169,6.853,Neither Accurate nor Inaccurate (3),No Engagement,2.84,5.66,I'm not sure (3),0,1.548,0,0,0
8,3,3,Somewhat Inaccurate (2),No Engagement,6.865,9.197,Somewhat Inaccurate (2),No Engagement,4.382,7.524,More fake than real (2),0,2.7,0,0,0
9,1,3,Somewhat Inaccurate (2),No Engagement,2.832,5.348,Somewhat Inaccurate (2),No Engagement,3.568,6.803,I'm not sure (3),0,10.95,1,0,1
9,2,1,Somewhat Accurate (4),No Engagement,7.336,13.132,Neither Accurate nor Inaccurate (3),No Engagement,8.576,10.412,More fake than real (2),0.72,2.347,1,0,1
9,3,2,Somewhat Accurate (4),Like,2.6,7.26,Neither Accurate nor Inaccurate (3),Like,15.384,18.395,More fake than real (2),0,1.171,1,0,1
10,1,3,Somewhat Inaccurate (2),No Engagement,5.719,7.12,Neither Accurate nor Inaccurate (3),No Engagement,6.355,7.045,More real than fake (4),3.642,4.566,0,0,1
10,2,2,Somewhat Accurate (4),No Engagement,24.312,25.186,Neither Accurate nor Inaccurate (3),No Engagement,18.225,18.835,More fake than real (2),16.218,16.704,0,0,1
10,3,1,Neither Accurate nor Inaccurate (3),No Engagement,10.347,11.114,Neither Accurate nor Inaccurate (3),No Engagement,12.969,13.6,Definitely fake (1),8.266,9.038,0,0,1
11,1,2,Neither Accurate nor Inaccurate (3),No Engagement,1.626,3.004,Neither Accurate nor Inaccurate (3),No Engagement,2.591,3.783,I'm not sure (3),0,1.089,0,1,1
11,2,1,Somewhat Accurate (4),No Engagement,5.132,6.267,Neither Accurate nor Inaccurate (3),No Engagement,2.406,4.037,I'm not sure (3),0,0.963,0,1,1
11,3,3,Very Inaccurate (1),No Engagement,5.237,6.898,Very Inaccurate (1),No Engagement,2.572,4.741,More real than fake (4),0,1.445,0,1,1
12,1,3,Very Inaccurate (1),No Engagement,12.422,13.228,Neither Accurate nor Inaccurate (3),No Engagement,12.652,13.351,More fake than real (2),13.359,14.2,1,2,1
12,2,2,Somewhat Inaccurate (2),No Engagement,7.644,8.442,Neither Accurate nor Inaccurate (3),No Engagement,11.683,12.401,Definitely real (5),2.932,4.428,1,2,1
12,3,1,Very Accurate (5),Like,31.161,32.364,Somewhat Inaccurate (2),No Engagement,23.539,26.121,Definitely real (5),3.314,4.218,1,2,1
13,1,2,Somewhat Accurate (4),No Engagement,12.205,13.312,Somewhat Accurate (4),No Engagement,1.774,3.067,More real than fake (4),0,1.079,1,2,1
13,2,3,Somewhat Inaccurate (2),No Engagement,16.367,16.73,Very Inaccurate (1),No Engagement,3.016,4.535,More real than fake (4),0,1.152,1,2,1
13,3,1,Neither Accurate nor Inaccurate (3),No Engagement,7.578,8.736,Very Inaccurate (1),No Engagement,2.481,3.511,Definitely fake (1),1.401,2.123,1,2,1
14,1,1,Very Inaccurate (1),No Engagement,14.53,15.469,Somewhat Accurate (4),Like,23.405,24.152,I'm not sure (3),5.975,6.632,1,2,0
14,2,3,Neither Accurate nor Inaccurate (3),No Engagement,68.686,69.26,Neither Accurate nor Inaccurate (3),No Engagement,11.343,11.936,More real than fake (4),17.956,18.567,1,2,0
14,3,2,Somewhat Inaccurate (2),No Engagement,23.155,24.006,Somewhat Inaccurate (2),No Engagement,18.63,19.368,More real than fake (4),5.265,6.07,1,2,0
15,1,2,Very Accurate (5),Retweet,5.841,8.348,Somewhat Accurate (4),Retweet,2.147,6.287,I'm not sure (3),0.682,1.802,1,0,1
15,2,1,Very Inaccurate (1),No Engagement,5.712,7.441,Very Inaccurate (1),No Engagement,0.84,4.649,Definitely real (5),0,0.655,1,0,1
15,3,3,Neither Accurate nor Inaccurate (3),No Engagement,7.295,9.186,Very Inaccurate (1),0,0.78,2.266,I'm not sure (3),8.035,8.782,1,0,1
16,1,3,Very Inaccurate (1),No Engagement,12.946,13.693,Neither Accurate nor Inaccurate (3),No Engagement,5.184,5.91,More fake than real (2),0,1.005,1,0,1
16,2,2,Neither Accurate nor Inaccurate (3),No Engagement,6.736,7.797,Neither Accurate nor Inaccurate (3),No Engagement,3.32,3.907,Definitely fake (1),0,1.299,1,0,1
16,3,1,Neither Accurate nor Inaccurate (3),No Engagement,3.264,4.12,Neither Accurate nor Inaccurate (3),No Engagement,10.889,12.077,I'm not sure (3),0,6.656,1,0,1
17,1,1,Somewhat Accurate (4),No Engagement,3.944,5.422,Somewhat Accurate (4),No Engagement,3.129,4.145,More real than fake (4),0,1.088,1,1,0
17,2,3,Somewhat Accurate (4),No Engagement,2.176,3.762,Somewhat Accurate (4),No Engagement,1.888,3.309,More real than fake (4),0,1.159,1,1,0
17,3,2,Neither Accurate nor Inaccurate (3),No Engagement,1.294,2.934,Neither Accurate nor Inaccurate (3),No Engagement,2.365,4.031,More real than fake (4),0,0.915,1,1,0
18,1,1,Somewhat Inaccurate (2),No Engagement,15.941,16.575,Somewhat Accurate (4),No Engagement,4.343,5.44,More real than fake (4),1.041,1.508,1,2,1
18,2,3,Very Inaccurate (1),No Engagement,11.57,16.398,Somewhat Accurate (4),Reply,15.469,16.062,More real than fake (4),6.331,7.188,1,2,1
18,3,2,Somewhat Accurate (4),No Engagement,11.006,11.389,Somewhat Inaccurate (2),No Engagement,5.521,6.129,Definitely fake (1),1.499,2.427,1,2,1
19,1,2,Very Accurate (5),No Engagement,40.764,45.572,Very Accurate (5),No Engagement,25.033,26.848,More real than fake (4),7.849,9.233,1,0,1
19,2,1,Neither Accurate nor Inaccurate (3),No Engagement,26.929,27.919,Neither Accurate nor Inaccurate (3),No Engagement,15.202,16.549,More fake than real (2),28.333,30.356,1,0,1
19,3,3,Very Inaccurate (1),No Engagement,16.9,18.038,Very Inaccurate (1),No Engagement,5.482,8.593,I'm not sure (3),18.016,18.618,1,0,1
20,1,2,Somewhat Inaccurate (2),No Engagement,1.654,2.634,Somewhat Inaccurate (2),No Engagement,1.719,3.127,More fake than real (2),0,0.629,0,1,1
20,2,1,Somewhat Inaccurate (2),No Engagement,6.365,7.854,Somewhat Inaccurate (2),No Engagement,13.582,15.152,More real than fake (4),0.568,1.284,0,1,1
20,3,3,Somewhat Inaccurate (2),No Engagement,1.696,3.189,Very Inaccurate (1),No Engagement,7.876,9.207,I'm not sure (3),0,0.712,0,1,1
21,1,2,Somewhat Inaccurate (2),No Engagement,24.019,24.817,Very Inaccurate (1),No Engagement,10.258,12.315,More fake than real (2),3.73,4.791,1,0,1
21,2,3,Very Inaccurate (1),No Engagement,6.778,8.03,Very Inaccurate (1),No Engagement,3.78,5.292,Definitely fake (1),4.873,6.504,1,0,1
21,3,1,Very Inaccurate (1),No Engagement,7.008,7.956,Very Inaccurate (1),No Engagement,6.157,6.983,Definitely fake (1),3.086,4.541,1,0,1
22,1,1,Neither Accurate nor Inaccurate (3),No Engagement,2.784,4.423,Somewhat Accurate (4),No Engagement,2.021,4.007,More real than fake (4),0,5.909,1,1,0
22,2,3,Very Inaccurate (1),No Engagement,9.421,12.458,Very Inaccurate (1),No Engagement,2.754,5.295,More real than fake (4),0,1.003,1,1,0
22,3,2,Very Inaccurate (1),No Engagement,1.733,3.311,Very Inaccurate (1),No Engagement,3.335,5.157,More fake than real (2),6.186,7.62,1,1,0
23,1,3,Somewhat Inaccurate (2),No Engagement,9.902,10.294,Neither Accurate nor Inaccurate (3),No Engagement,2.388,2.85,I'm not sure (3),4.866,5.435,1,1,0
23,2,2,Very Inaccurate (1),No Engagement,12.994,13.403,Somewhat Inaccurate (2),No Engagement,7.635,8.133,I'm not sure (3),2.136,2.46,1,1,0
23,3,1,Somewhat Inaccurate (2),No Engagement,15.727,16.131,Very Inaccurate (1),No Engagement,13.475,13.919,Definitely fake (1),2.553,3.011,1,1,0
24,1,3,Very Inaccurate (1),No Engagement,4.001,4.79,Very Inaccurate (1),No Engagement,2.211,3.989,More real than fake (4),0,0.852,1,2,0
24,2,1,Somewhat Accurate (4),No Engagement,2.533,4.235,Somewhat Accurate (4),No Engagement,1.699,3.593,More real than fake (4),0,1.267,1,2,0
24,3,2,Somewhat Inaccurate (2),No Engagement,3.58,5.283,Very Inaccurate (1),No Engagement,3.603,5.543,Definitely fake (1),0,1.223,1,2,0
25,1,3,Somewhat Inaccurate (2),No Engagement,11.564,11.924,Somewhat Accurate (4),No Engagement,11.281,11.952,More fake than real (2),8.416,8.987,1,0,1
25,2,2,Neither Accurate nor Inaccurate (3),No Engagement,5.584,6.338,Somewhat Accurate (4),No Engagement,9.731,10.139,More fake than real (2),9.031,9.77,1,0,1
25,3,1,Neither Accurate nor Inaccurate (3),No Engagement,17.713,17.735,Somewhat Inaccurate (2),No Engagement,19.979,20.619,I'm not sure (3),3.007,3.644,1,0,1
26,1,3,Neither Accurate nor Inaccurate (3),No Engagement,13.922,15.972,Neither Accurate nor Inaccurate (3),No Engagement,4.099,5.136,More real than fake (4),0,1.337,0,0,1
26,2,1,Somewhat Accurate (4),Like,3.154,4.192,Somewhat Accurate (4),Like,4.693,8.215,More real than fake (4),0,3.12,0,0,1
26,3,2,Neither Accurate nor Inaccurate (3),No Engagement,3.962,5.112,Somewhat Inaccurate (2),No Engagement,5.427,8.206,More fake than real (2),0,1.257,0,0,1
27,1,3,Very Accurate (5),Like,5.604,13.015,Very Accurate (5),Retweet,5.525,8.56,Definitely real (5),0,1.434,0,1,0
27,2,2,Somewhat Accurate (4),Like,25.798,32.586,Somewhat Accurate (4),Like,7.856,8.55,Definitely real (5),0,1.173,0,1,0
27,3,1,Neither Accurate nor Inaccurate (3),No Engagement,4.261,8.573,Somewhat Inaccurate (2),No Engagement,3.947,9.149,More fake than real (2),7.521,9.745,0,1,0
28,1,1,Neither Accurate nor Inaccurate (3),No Engagement,3.384,4.654,Neither Accurate nor Inaccurate (3),0,2.632,3.74,More real than fake (4),0.797,1.268,0,1,1
28,2,2,Very Inaccurate (1),No Engagement,8.384,10.117,Very Inaccurate (1),No Engagement,2.679,3.603,I'm not sure (3),1.248,1.581,0,1,1
28,3,3,Very Inaccurate (1),No Engagement,2.063,3.501,Very Inaccurate (1),No Engagement,3.024,4.35,More fake than real (2),0,1.652,0,1,1
29,1,1,Very Inaccurate (1),No Engagement,7.545,8.066,Very Inaccurate (1),No Engagement,7.289,7.955,Definitely real (5),0.973,1.927,0,2,1
29,2,3,Very Inaccurate (1),No Engagement,17.593,18.214,Very Inaccurate (1),No Engagement,11.943,12.52,More real than fake (4),4.309,4.822,0,2,1
29,3,2,Very Inaccurate (1),No Engagement,9.122,9.552,Very Inaccurate (1),No Engagement,4.34,5.074,More fake than real (2),8.53,9.483,0,2,1
30,1,2,Neither Accurate nor Inaccurate (3),No Engagement,16.682,17.236,Somewhat Accurate (4),Like,11.009,11.992,I'm not sure (3),2.158,2.752,1,1,1
30,2,1,Somewhat Accurate (4),No Engagement,7.098,7.592,Neither Accurate nor Inaccurate (3),No Engagement,7.887,8.638,I'm not sure (3),5.564,6.152,1,1,1
30,3,3,Very Inaccurate (1),No Engagement,9.247,10.165,Very Inaccurate (1),No Engagement,7.492,8.021,I'm not sure (3),5.024,5.781,1,1,1
31,1,3,Very Inaccurate (1),No Engagement,5.106,6.839,Very Inaccurate (1),No Engagement,4.302,5.842,I'm not sure (3),1.13,2.008,1,2,0
31,2,1,Very Inaccurate (1),No Engagement,1.316,2.972,Very Inaccurate (1),No Engagement,2.582,4.945,More real than fake (4),0,2.146,1,2,0
31,3,2,Somewhat Inaccurate (2),No Engagement,1.329,2.87,Very Inaccurate (1),No Engagement,2.75,3.279,Definitely fake (1),0,0.935,1,2,0
32,1,1,Neither Accurate nor Inaccurate (3),No Engagement,1.513,3.212,Neither Accurate nor Inaccurate (3),No Engagement,2.645,3.383,More fake than real (2),1.313,1.587,1,1,0
32,2,2,Neither Accurate nor Inaccurate (3),No Engagement,1.368,2.052,Neither Accurate nor Inaccurate (3),No Engagement,5.483,6.294,More fake than real (2),0,0.656,1,1,0
32,3,3,Somewhat Inaccurate (2),No Engagement,2.757,3.844,Somewhat Inaccurate (2),No Engagement,1.692,2.688,More fake than real (2),0,0.685,1,1,0
33,1,2,Neither Accurate nor Inaccurate (3),No Engagement,5.074,5.593,Neither Accurate nor Inaccurate (3),No Engagement,4.981,5.464,I'm not sure (3),4.555,5.198,1,1,1
33,2,1,Somewhat Inaccurate (2),No Engagement,13.043,13.62,Somewhat Inaccurate (2),No Engagement,11.05,12.577,More fake than real (2),26.041,26.492,1,1,1
33,3,3,Very Inaccurate (1),No Engagement,30.56,31.109,Very Inaccurate (1),No Engagement,3.378,4.173,Definitely fake (1),1.455,2.201,1,1,1
34,1,3,Somewhat Accurate (4),No Engagement,11.029,12.814,Somewhat Accurate (4),No Engagement,2.374,3.864,More fake than real (2),0,1.161,0,1,0
34,2,1,Very Accurate (5),No Engagement,4.28,5.353,Very Accurate (5),No Engagement,5.194,5.757,More fake than real (2),0,1.326,0,1,0
34,3,2,Neither Accurate nor Inaccurate (3),No Engagement,4.39,6.088,Neither Accurate nor Inaccurate (3),No Engagement,3.415,4.455,More fake than real (2),1.983,3.126,0,1,0
35,1,1,Neither Accurate nor Inaccurate (3),No Engagement,4.896,5.473,Neither Accurate nor Inaccurate (3),No Engagement,1.386,2.414,Definitely fake (1),0.87,2.455,1,0,1
35,2,3,Very Inaccurate (1),0,3.734,4.352,Very Inaccurate (1),0,1.644,2.675,More real than fake (4),2.213,3.267,1,0,1
35,3,2,Neither Accurate nor Inaccurate (3),Like,5.066,5.905,Neither Accurate nor Inaccurate (3),Like,2.892,3.885,More fake than real (2),0,0.569,1,0,1
36,1,3,Very Inaccurate (1),No Engagement,12.418,14.16,Neither Accurate nor Inaccurate (3),No Engagement,21.207,21.999,I'm not sure (3),10.79,12.118,1,2,1
36,2,1,Very Inaccurate (1),Reply,41.575,42.368,Somewhat Inaccurate (2),Reply,18.099,18.9,More fake than real (2),11.785,12.827,1,2,1
36,3,2,Somewhat Inaccurate (2),No Engagement,25.28,26.412,Very Inaccurate (1),No Engagement,26.065,29.9,I'm not sure (3),7.751,8.382,1,2,1
37,1,2,Somewhat Inaccurate (2),No Engagement,28.694,29.576,Somewhat Accurate (4),Reply,39.876,41.455,More real than fake (4),7.532,9.063,1,0,0
37,2,3,Very Inaccurate (1),No Engagement,33.035,34.231,Very Inaccurate (1),No Engagement,18.577,19.444,Definitely real (5),2.879,4.018,1,0,0
37,3,1,Somewhat Accurate (4),No Engagement,13.575,14.105,Somewhat Inaccurate (2),No Engagement,19.019,20.352,More fake than real (2),9.149,10.126,1,0,0
38,1,1,Neither Accurate nor Inaccurate (3),No Engagement,3.978,4.666,Somewhat Accurate (4),Like,3.633,4.374,I'm not sure (3),0,0.778,0,2,1
38,2,2,Somewhat Accurate (4),Like,6.635,7.112,Somewhat Accurate (4),Like,1.592,6.171,More fake than real (2),0,2.431,0,2,1
38,3,3,Somewhat Inaccurate (2),No Engagement,8.624,10.106,Very Inaccurate (1),No Engagement,4.586,6.479,Definitely fake (1),0,0.873,0,2,1
39,1,3,Somewhat Inaccurate (2),No Engagement,16.371,17.384,Somewhat Inaccurate (2),No Engagement,12.295,13.456,More real than fake (4),6.667,7.891,0,1,0
39,2,2,Somewhat Inaccurate (2),No Engagement,13.597,14.804,Somewhat Inaccurate (2),No Engagement,9.974,11.269,More fake than real (2),6.579,7.406,0,1,0
39,3,1,Somewhat Accurate (4),Like,27.796,28.824,Somewhat Accurate (4),Like,21.781,22.892,More fake than real (2),7.353,8.622,0,1,0
40,1,3,Very Inaccurate (1),No Engagement,5.047,6.152,Very Inaccurate (1),No Engagement,8.21,9.953,More fake than real (2),2.075,3.311,1,2,1
40,2,2,Very Inaccurate (1),No Engagement,28.397,29.125,Somewhat Inaccurate (2),No Engagement,7.599,12.537,I'm not sure (3),1.355,2.497,1,2,1
40,3,1,Very Inaccurate (1),No Engagement,6.341,16.919,Very Inaccurate (1),No Engagement,21.297,26.624,Definitely fake (1),1.175,2.423,1,2,1
41,1,2,Somewhat Accurate (4),Like,2.934,3.805,Somewhat Accurate (4),Like,4.554,5.268,I'm not sure (3),0,0.835,1,1,0
41,2,3,Very Inaccurate (1),No Engagement,8.276,9.029,Very Inaccurate (1),No Engagement,1.738,2.607,I'm not sure (3),2.059,2.91,1,1,0
41,3,1,Somewhat Accurate (4),No Engagement,2.864,4.023,Somewhat Accurate (4),No Engagement,2.099,2.989,More fake than real (2),2.847,3.759,1,1,0
42,1,2,Very Accurate (5),Like,2.782,4.817,Very Accurate (5),Like,2.311,3.838,More real than fake (4),0,0.75,1,2,0
42,2,1,Somewhat Accurate (4),No Engagement,8.078,9.771,Very Accurate (5),Like,6.095,7.284,More real than fake (4),0,0.88,1,2,0
42,3,3,Somewhat Accurate (4),No Engagement,2.488,3.393,Somewhat Inaccurate (2),No Engagement,3.862,5.005,I'm not sure (3),4.762,5.539,1,2,0
43,1,2,Neither Accurate nor Inaccurate (3),No Engagement,4.552,5.574,Neither Accurate nor Inaccurate (3),No Engagement,6.168,7.358,I'm not sure (3),0,1.035,0,0,1
43,2,3,Very Inaccurate (1),No Engagement,5.048,5.838,Very Inaccurate (1),Reply,3.392,4.336,More fake than real (2),0,1.188,0,0,1
43,3,1,Somewhat Inaccurate (2),No Engagement,2.128,3.188,Very Inaccurate (1),No Engagement,1.784,2.788,More real than fake (4),5.097,5.901,0,0,1
44,1,3,Very Inaccurate (1),No Engagement,3.096,4.469,Very Inaccurate (1),No Engagement,3.897,4.918,I'm not sure (3),0,0.749,1,1,1
44,2,1,Very Inaccurate (1),No Engagement,1.712,3.637,Very Inaccurate (1),No Engagement,2.76,3.587,More real than fake (4),0,0.612,1,1,1
44,3,2,Somewhat Inaccurate (2),No Engagement,5.416,8.132,Very Inaccurate (1),No Engagement,1.688,2.805,Definitely fake (1),0,1.541,1,1,1
45,1,1,Neither Accurate nor Inaccurate (3),0,176.996,178.007,Somewhat Accurate (4),Like,1.859,2.96,More real than fake (4),5.119,6.28,1,2,1
45,2,3,Very Inaccurate (1),No Engagement,2.77,4.603,Very Inaccurate (1),No Engagement,22.136,23.078,Definitely fake (1),1.125,2.5,1,2,1
45,3,2,Somewhat Accurate (4),Like,2.357,3.082,Very Inaccurate (1),No Engagement,4.155,4.885,Definitely fake (1),0,0.77,1,2,1
46,1,2,Very Inaccurate (1),No Engagement,3.989,5.363,Very Inaccurate (1),No Engagement,3.439,4.49,More real than fake (4),0,1.446,1,1,1
46,2,1,Somewhat Accurate (4),No Engagement,3.253,5.132,Somewhat Accurate (4),No Engagement,2.435,3.625,More real than fake (4),0,1.55,1,1,1
46,3,3,Somewhat Inaccurate (2),No Engagement,5.2,6.068,Very Inaccurate (1),No Engagement,3.284,4.396,More fake than real (2),1.266,2.182,1,1,1
47,1,3,Somewhat Inaccurate (2),No Engagement,25.687,26.542,Somewhat Inaccurate (2),No Engagement,11.737,15.056,More fake than real (2),23.102,23.953,1,0,0
47,2,2,Somewhat Inaccurate (2),No Engagement,25.138,25.672,Somewhat Inaccurate (2),No Engagement,3.168,3.823,More fake than real (2),4.835,5.567,1,0,0
47,3,1,Somewhat Accurate (4),No Engagement,16.422,17.908,Somewhat Inaccurate (2),No Engagement,12.691,13.285,Definitely fake (1),8.835,9.521,1,0,0
48,1,2,Neither Accurate nor Inaccurate (3),No Engagement,14.031,15.508,Somewhat Accurate (4),No Engagement,3.992,5.291,More fake than real (2),0,1.369,1,2,0
48,2,3,Somewhat Accurate (4),Like,103.179,105.907,Somewhat Accurate (4),Like,55.048,56.481,I'm not sure (3),0,0.756,1,2,0
48,3,1,Somewhat Inaccurate (2),No Engagement,4.447,5.738,Somewhat Accurate (4),No Engagement,2.417,3.75,I'm not sure (3),0,0.802,1,2,0
49,1,1,Somewhat Inaccurate (2),No Engagement,9.039,14.02,Neither Accurate nor Inaccurate (3),No Engagement,16.312,17.701,Definitely fake (1),1.298,2.637,1,2,1
49,2,2,Somewhat Accurate (4),No Engagement,3.576,5.347,Somewhat Accurate (4),Like,1.648,2.869,More real than fake (4),0.023,1.59,1,2,1
49,3,3,Very Inaccurate (1),No Engagement,3.704,4.413,Very Inaccurate (1),No Engagement,2.448,29.166,Definitely real (5),1.168,1.975,1,2,1
50,1,1,Very Inaccurate (1),No Engagement,13.057,14.446,Somewhat Inaccurate (2),No Engagement,8.327,9.331,More real than fake (4),3.681,4.852,1,2,1
50,2,2,Very Inaccurate (1),Reply,23.857,24.638,Somewhat Inaccurate (2),No Engagement,16.866,17.744,More real than fake (4),2.659,3.783,1,2,1
50,3,3,Very Inaccurate (1),Reply,9.01,9.703,Very Inaccurate (1),No Engagement,6.227,7.264,More fake than real (2),11.386,12.76,1,2,1
51,1,1,Very Inaccurate (1),No Engagement,3.733,4.842,Very Inaccurate (1),No Engagement,1.749,2.475,I'm not sure (3),0,6.042,1,1,0
51,2,2,Very Inaccurate (1),No Engagement,4.2,4.672,Very Inaccurate (1),No Engagement,2.316,2.692,More real than fake (4),0,0.719,1,1,0
51,3,3,Very Inaccurate (1),No Engagement,1.777,2.518,Very Inaccurate (1),No Engagement,2.43,3.373,More fake than real (2),1.767,2.767,1,1,0
52,1,1,Somewhat Inaccurate (2),No Engagement,16.59,17.018,Somewhat Inaccurate (2),No Engagement,10.835,11.638,Definitely real (5),6.156,7.428,1,1,1
52,2,3,Very Inaccurate (1),No Engagement,5.876,6.798,Somewhat Accurate (4),Like,6.74,7.358,Definitely real (5),3.493,4.407,1,1,1
52,3,2,Very Inaccurate (1),No Engagement,10.527,11.661,Very Inaccurate (1),No Engagement,6.503,6.974,Definitely fake (1),3.41,6.217,1,1,1
53,1,1,Very Inaccurate (1),Reply,2.181,2.825,Very Inaccurate (1),Reply,4.584,5.259,More real than fake (4),0,0.577,1,1,1
53,2,3,Very Inaccurate (1),No Engagement,6.51,7.189,Very Inaccurate (1),Reply,8.183,8.856,Definitely real (5),0.615,1.322,1,1,1
53,3,2,Somewhat Inaccurate (2),No Engagement,5.502,6.203,Very Inaccurate (1),No Engagement,3.897,4.646,More fake than real (2),1.533,2.354,1,1,1
54,1,3,Somewhat Inaccurate (2),No Engagement,1.882,3.269,Somewhat Accurate (4),No Engagement,3.138,4.18,Definitely real (5),0,0.667,0,1,0
54,2,2,Somewhat Inaccurate (2),No Engagement,2.68,4.163,Very Inaccurate (1),No Engagement,2.816,4.22,More real than fake (4),0,0.715,0,1,0
54,3,1,Somewhat Accurate (4),No Engagement,2.032,3.157,Very Inaccurate (1),No Engagement,2.32,3.581,More fake than real (2),0,1.02,0,1,0
55,1,2,Neither Accurate nor Inaccurate (3),No Engagement,18.369,19.259,Somewhat Accurate (4),No Engagement,16.186,16.608,More fake than real (2),11.978,12.528,0,1,0
55,2,1,Somewhat Accurate (4),No Engagement,18.638,21.779,Somewhat Accurate (4),No Engagement,22.318,22.875,Definitely real (5),5.348,6.036,0,1,0
55,3,3,Neither Accurate nor Inaccurate (3),No Engagement,12.282,12.731,Somewhat Inaccurate (2),No Engagement,12.918,13.405,More fake than real (2),11.219,11.798,0,1,0
56,1,2,Very Inaccurate (1),No Engagement,9.49,10.001,Very Inaccurate (1),No Engagement,16.753,17.231,More fake than real (2),14.465,14.999,1,2,1
56,2,3,Very Inaccurate (1),No Engagement,32.101,33.281,Very Inaccurate (1),No Engagement,18.117,18.805,More fake than real (2),6.833,7.211,1,2,1
56,3,1,Very Inaccurate (1),No Engagement,19.403,19.854,Very Inaccurate (1),No Engagement,9.04,9.613,I'm not sure (3),8.187,8.647,1,2,1
57,1,1,Neither Accurate nor Inaccurate (3),No Engagement,6.581,7.745,Somewhat Accurate (4),Like,5.637,7.038,More real than fake (4),1.193,2.3,1,0,1
57,2,2,Very Inaccurate (1),No Engagement,7.275,8.689,Neither Accurate nor Inaccurate (3),No Engagement,6.254,7.353,More real than fake (4),1.8,3.01,1,0,1
57,3,3,Somewhat Inaccurate (2),No Engagement,6.098,7.501,Very Inaccurate (1),No Engagement,6.391,8.376,More fake than real (2),2.193,3.38,1,0,1
