Subject,Condition,TweetID,TweetAccuracy,TweetEngage,TEndTime,TPageTime,TPAccuracy,TPEngage,TPEndTime,TPPageTime,FakeRate,FEndTime,FPageTime,Political_View,Trust_Tweet,Photoshop
106,1,2,Somewhat Inaccurate (2),No Engagement,4.084,6.352,Very Inaccurate (1),No Engagement,3.146,4.521,More fake than real (2),0,1.113,1,2,1
106,2,3,Somewhat Inaccurate (2),No Engagement,1.077,1.948,Very Inaccurate (1),No Engagement,2.029,3.282,I'm not sure (3),1.661,2.913,1,2,1
106,3,1,Very Inaccurate (1),No Engagement,1.885,4.633,Very Inaccurate (1),No Engagement,2.399,3.468,Definitely fake (1),0,2.558,1,2,1
107,1,3,Somewhat Accurate (4),No Engagement,2.934,4.376,Somewhat Accurate (4),External Share,7.1,7.895,More fake than real (2),0,1.646,1,2,1
107,2,1,Very Accurate (5),Like,4.616,5.444,Somewhat Accurate (4),External Share,1.334,2.728,More real than fake (4),0,1.092,1,2,1
107,3,2,Somewhat Accurate (4),No Engagement,2.958,5.224,Somewhat Accurate (4),No Engagement,3.533,4.661,Definitely fake (1),0,1.445,1,2,1
108,1,3,Very Inaccurate (1),No Engagement,0.835,1.945,Neither Accurate nor Inaccurate (3),No Engagement,2.394,3.751,More fake than real (2),0.948,1.407,0,2,0
108,2,2,Somewhat Accurate (4),No Engagement,13.6,18.174,Very Accurate (5),Like,7.409,8.613,Definitely real (5),0.4,1.361,0,2,0
108,3,1,Neither Accurate nor Inaccurate (3),No Engagement,1.698,2.768,Very Inaccurate (1),No Engagement,3.103,4.561,Definitely fake (1),1.05,1.407,0,2,0
109,1,3,Somewhat Accurate (4),No Engagement,4.209,4.573,Very Accurate (5),No Engagement,3.898,4.343,Definitely real (5),5.549,5.932,0,0,0
109,2,1,Neither Accurate nor Inaccurate (3),No Engagement,26.79,29.411,Somewhat Accurate (4),No Engagement,9.872,10.626,I'm not sure (3),25.752,26.259,0,0,0
109,3,2,Somewhat Accurate (4),No Engagement,4.968,5.709,Neither Accurate nor Inaccurate (3),No Engagement,2.381,2.84,More fake than real (2),0.892,1.639,0,0,0
110,1,2,Somewhat Inaccurate (2),No Engagement,9.995,11.42,Somewhat Accurate (4),Like,5.293,6.547,Definitely fake (1),3.671,5.18,1,2,1
110,2,3,Very Inaccurate (1),No Engagement,6.928,8.32,Very Inaccurate (1),No Engagement,5.093,6.316,Definitely fake (1),1.687,3.276,1,2,1
110,3,1,Very Accurate (5),Like,10.013,10.39,Somewhat Inaccurate (2),No Engagement,7.577,8.764,More fake than real (2),1.988,3.377,1,2,1
111,1,1,Somewhat Accurate (4),External Share,3.251,4.28,Somewhat Accurate (4),External Share,2.562,3.668,More fake than real (2),0.748,1.555,0,2,1
111,2,3,Somewhat Inaccurate (2),No Engagement,4.779,5.737,Somewhat Inaccurate (2),No Engagement,4.398,5.259,More real than fake (4),0.744,1.741,0,2,1
111,3,2,Somewhat Accurate (4),Like,6.205,6.753,Somewhat Accurate (4),No Engagement,3.168,4.296,Definitely real (5),3.797,4.49,0,2,1
112,1,3,Very Inaccurate (1),No Engagement,3.097,4.622,Very Inaccurate (1),No Engagement,1.177,2.031,I'm not sure (3),0,0.956,0,0,1
112,2,2,Somewhat Accurate (4),Reply,5.65,6.549,Neither Accurate nor Inaccurate (3),No Engagement,3.005,3.937,I'm not sure (3),0,0.82,0,0,1
112,3,1,Neither Accurate nor Inaccurate (3),No Engagement,5.705,6.877,Very Inaccurate (1),No Engagement,118.48,119.23,Definitely fake (1),0.896,1.867,0,0,1
113,1,1,Neither Accurate nor Inaccurate (3),No Engagement,7.271,7.722,Neither Accurate nor Inaccurate (3),No Engagement,10.874,11.592,More real than fake (4),3.392,4.002,0,0,1
113,2,2,Very Inaccurate (1),No Engagement,11.142,11.803,Very Inaccurate (1),No Engagement,8.217,9.11,More fake than real (2),30.272,31.146,0,0,1
113,3,3,Neither Accurate nor Inaccurate (3),No Engagement,19.977,20.652,Neither Accurate nor Inaccurate (3),No Engagement,255.387,256.068,More real than fake (4),4.828,5.528,0,0,1
114,1,1,Somewhat Inaccurate (2),No Engagement,8.234,8.869,Very Inaccurate (1),No Engagement,6.542,7.259,More real than fake (4),3.009,4.232,1,2,0
114,2,2,Somewhat Inaccurate (2),No Engagement,21.311,22.283,Somewhat Accurate (4),No Engagement,16.012,16.77,More real than fake (4),17.632,18.441,1,2,0
114,3,3,Very Inaccurate (1),No Engagement,8.826,9.771,Very Inaccurate (1),No Engagement,18.982,20.215,More real than fake (4),13.652,15.172,1,2,0
115,1,1,Neither Accurate nor Inaccurate (3),No Engagement,3.73,4.661,Somewhat Accurate (4),No Engagement,1.92,3.05,More fake than real (2),0,4.629,1,1,1
115,2,3,Very Inaccurate (1),No Engagement,2.044,3.259,Very Inaccurate (1),No Engagement,1.486,2.421,Definitely real (5),0,0.521,1,1,1
115,3,2,Very Accurate (5),No Engagement,4.539,6.237,Somewhat Inaccurate (2),No Engagement,2.138,4.066,I'm not sure (3),0,0.843,1,1,1
116,1,3,Very Inaccurate (1),No Engagement,8.766,10.004,Very Inaccurate (1),No Engagement,1.867,3.823,Definitely fake (1),0.551,1.407,1,0,1
116,2,1,Neither Accurate nor Inaccurate (3),No Engagement,1.966,3.404,Neither Accurate nor Inaccurate (3),No Engagement,3.051,3.972,I'm not sure (3),0,1.021,1,0,1
116,3,2,Somewhat Accurate (4),No Engagement,1.867,2.706,Somewhat Accurate (4),No Engagement,2.217,3.722,More fake than real (2),0,0.871,1,0,1
117,1,1,Somewhat Accurate (4),No Engagement,8.782,9.404,Somewhat Accurate (4),No Engagement,12.489,13.113,More real than fake (4),4.851,5.493,1,1,1
117,2,3,Very Inaccurate (1),No Engagement,6.415,7.516,Very Inaccurate (1),No Engagement,5.298,7.9,More real than fake (4),1.659,2.323,1,1,1
117,3,2,Neither Accurate nor Inaccurate (3),No Engagement,8.541,9.125,Neither Accurate nor Inaccurate (3),No Engagement,4.554,5.223,More fake than real (2),6.97,7.712,1,1,1
118,1,3,Very Inaccurate (1),No Engagement,13.176,13.945,Very Inaccurate (1),No Engagement,7.818,9.319,More fake than real (2),2.326,3.123,1,0,1
118,2,1,Very Inaccurate (1),No Engagement,6.018,6.387,Very Inaccurate (1),No Engagement,3.035,3.658,More fake than real (2),6.441,7.32,1,0,1
118,3,2,Very Inaccurate (1),No Engagement,12.873,13.729,Very Inaccurate (1),No Engagement,5.383,6.148,Definitely fake (1),2.771,3.578,1,0,1
119,1,1,Somewhat Accurate (4),No Engagement,3.342,4.687,Somewhat Accurate (4),No Engagement,3.011,4.356,Definitely fake (1),8.577,10.172,1,1,1
119,2,2,Somewhat Inaccurate (2),No Engagement,3.603,6.282,Neither Accurate nor Inaccurate (3),No Engagement,30.422,31.933,I'm not sure (3),0,1.46,1,1,1
119,3,3,Somewhat Inaccurate (2),No Engagement,3.861,7.369,Somewhat Inaccurate (2),No Engagement,5.181,6.824,I'm not sure (3),6.448,7.221,1,1,1
120,1,2,Somewhat Accurate (4),Like,14.672,15.677,Somewhat Accurate (4),No Engagement,18.919,19.574,More fake than real (2),7.268,8.392,1,2,1
120,2,1,Somewhat Inaccurate (2),No Engagement,19.921,20.558,Somewhat Inaccurate (2),No Engagement,10.403,11.271,More fake than real (2),11.454,12.36,1,2,1
120,3,3,Very Inaccurate (1),No Engagement,9.068,9.627,Very Inaccurate (1),No Engagement,11.969,12.786,More fake than real (2),2.001,3.367,1,2,1
121,1,2,Neither Accurate nor Inaccurate (3),No Engagement,14.217,16.51,Somewhat Accurate (4),0,9.119,10.076,More real than fake (4),1.12,2.483,0,1,1
121,2,1,Somewhat Inaccurate (2),No Engagement,8.241,9.741,Neither Accurate nor Inaccurate (3),No Engagement,6.105,7.341,I'm not sure (3),0,6.797,0,1,1
121,3,3,Somewhat Accurate (4),Like,70.008,76.256,Neither Accurate nor Inaccurate (3),No Engagement,33.132,34.704,More fake than real (2),0,1.156,0,1,1
122,1,2,Very Accurate (5),Retweet,3.23,4.934,Very Accurate (5),Retweet,5.032,6.41,More real than fake (4),0.856,2.153,1,2,1
122,2,1,Very Inaccurate (1),No Engagement,2.695,6.007,Very Inaccurate (1),Reply,2.511,4.386,More real than fake (4),0,0.762,1,2,1
122,3,3,Very Accurate (5),Like,10.088,10.851,Somewhat Accurate (4),Like,3.888,5.195,More real than fake (4),0,1.346,1,2,1
123,1,2,Very Inaccurate (1),No Engagement,2.178,3.086,Very Inaccurate (1),No Engagement,5.916,6.578,More fake than real (2),0,1.244,1,0,0
123,2,1,Somewhat Inaccurate (2),No Engagement,3.954,4.907,Somewhat Inaccurate (2),No Engagement,1.963,3.284,More fake than real (2),0,0.906,1,0,0
123,3,3,Very Inaccurate (1),No Engagement,3.278,4.782,Very Inaccurate (1),No Engagement,2.121,3.008,More fake than real (2),0,0.983,1,0,0
124,1,3,Somewhat Inaccurate (2),No Engagement,18.722,19.204,Somewhat Inaccurate (2),No Engagement,11.847,12.7,More real than fake (4),5.285,7.23,1,0,0
124,2,2,Very Inaccurate (1),No Engagement,11.765,12.147,Somewhat Inaccurate (2),No Engagement,15.364,15.775,I'm not sure (3),5.052,5.645,1,0,0
124,3,1,Neither Accurate nor Inaccurate (3),No Engagement,11.518,16.725,Very Inaccurate (1),No Engagement,3.816,4.255,Definitely fake (1),7.584,8.227,1,0,0
125,1,3,Very Inaccurate (1),No Engagement,5.296,6.285,Very Inaccurate (1),No Engagement,2.033,3.054,Definitely fake (1),0,0.925,1,0,1
125,2,2,Somewhat Inaccurate (2),No Engagement,2.96,4.061,Neither Accurate nor Inaccurate (3),No Engagement,2.272,2.964,More real than fake (4),0,0.523,1,0,1
125,3,1,Somewhat Inaccurate (2),No Engagement,2.617,3.805,Very Inaccurate (1),0,5.032,6.318,More fake than real (2),0,0.659,1,0,1
126,1,2,Very Accurate (5),No Engagement,7.916,8.848,Very Accurate (5),No Engagement,13.649,14.883,I'm not sure (3),0,0.701,1,2,0
126,2,3,Very Inaccurate (1),No Engagement,1.784,2.721,Very Inaccurate (1),No Engagement,1.061,1.69,More real than fake (4),0,0.712,1,2,0
126,3,1,Somewhat Accurate (4),No Engagement,5.356,6.61,Neither Accurate nor Inaccurate (3),No Engagement,5.23,5.917,More fake than real (2),0,2.638,1,2,0
127,1,3,Very Inaccurate (1),No Engagement,1.293,2.93,Neither Accurate nor Inaccurate (3),No Engagement,1.322,3.136,More real than fake (4),5.991,7.302,1,1,0
127,2,1,Very Inaccurate (1),No Engagement,4.975,7.267,Very Inaccurate (1),No Engagement,2.672,6.09,More real than fake (4),0,1.797,1,1,0
127,3,2,Neither Accurate nor Inaccurate (3),No Engagement,1.801,3.238,Neither Accurate nor Inaccurate (3),No Engagement,1.139,2.568,More fake than real (2),0,3.331,1,1,0
128,1,1,Neither Accurate nor Inaccurate (3),No Engagement,75.289,76.052,Somewhat Accurate (4),No Engagement,30.762,31.493,I'm not sure (3),43.16,43.925,1,1,1
128,2,2,Somewhat Accurate (4),No Engagement,24.811,25.447,Somewhat Accurate (4),No Engagement,17.167,18.621,More real than fake (4),2.769,4.016,1,1,1
128,3,3,Very Inaccurate (1),No Engagement,79.485,80.469,Very Inaccurate (1),No Engagement,6.74,7.39,I'm not sure (3),7.761,9.081,1,1,1
129,1,2,Somewhat Accurate (4),No Engagement,4.275,4.795,Somewhat Accurate (4),No Engagement,0,1.018,More real than fake (4),9.891,10.555,1,2,1
129,2,3,Very Inaccurate (1),No Engagement,9.723,11.1,Very Inaccurate (1),No Engagement,11.336,11.585,I'm not sure (3),10.882,11.42,1,2,1
129,3,1,Somewhat Inaccurate (2),No Engagement,6.135,6.473,Very Inaccurate (1),No Engagement,4.283,4.758,I'm not sure (3),4.042,4.419,1,2,1
130,1,1,Somewhat Inaccurate (2),No Engagement,3.042,3.855,Somewhat Inaccurate (2),No Engagement,1.948,2.7,I'm not sure (3),0,0.472,1,1,0
130,2,3,Very Inaccurate (1),Reply,8.454,9.132,Very Inaccurate (1),Reply,2.464,4.018,More real than fake (4),0,0.776,1,1,0
130,3,2,Very Inaccurate (1),No Engagement,1.972,3.677,Very Inaccurate (1),No Engagement,1.485,2.308,Definitely fake (1),0.621,3.42,1,1,0
131,1,2,Very Accurate (5),No Engagement,2.31,3.721,Very Accurate (5),No Engagement,1.548,2.285,More fake than real (2),0,0.767,0,0,1
131,2,1,Very Accurate (5),External Share,3.552,7.559,Very Accurate (5),External Share,5.328,5.752,More real than fake (4),0.592,1.386,0,0,1
131,3,3,Very Accurate (5),No Engagement,3.515,4.714,Very Accurate (5),No Engagement,2.976,4.736,More fake than real (2),0,1.876,0,0,1
132,1,2,Somewhat Accurate (4),No Engagement,3.385,4.926,Very Accurate (5),No Engagement,7.912,8.774,More fake than real (2),0,1.206,1,2,1
132,2,3,Very Inaccurate (1),No Engagement,4.584,6.877,Very Inaccurate (1),No Engagement,4.641,6.503,More real than fake (4),0,1.132,1,2,1
132,3,1,Very Accurate (5),Like,4.696,5.75,Somewhat Inaccurate (2),No Engagement,2.208,3.366,Definitely fake (1),0,1.59,1,2,1
133,1,3,Very Inaccurate (1),No Engagement,15.127,15.887,Very Inaccurate (1),No Engagement,17.394,18.314,I'm not sure (3),4.408,5.027,1,2,1
133,2,2,Neither Accurate nor Inaccurate (3),No Engagement,13.462,14.225,Neither Accurate nor Inaccurate (3),No Engagement,13.055,13.903,I'm not sure (3),3.745,4.373,1,2,1
133,3,1,Very Inaccurate (1),No Engagement,8.694,9.382,Very Inaccurate (1),No Engagement,5.859,7.168,I'm not sure (3),0.898,1.976,1,2,1
134,1,2,Neither Accurate nor Inaccurate (3),No Engagement,13.252,13.607,Somewhat Accurate (4),No Engagement,32.731,33.13,I'm not sure (3),5.609,6.296,1,1,0
134,2,1,Neither Accurate nor Inaccurate (3),No Engagement,27.527,28.701,Somewhat Accurate (4),No Engagement,21.982,22.428,I'm not sure (3),17.768,18.559,1,1,0
134,3,3,Very Inaccurate (1),No Engagement,8.363,8.875,Very Inaccurate (1),No Engagement,18,18.647,More fake than real (2),5.893,6.716,1,1,0
135,1,2,Neither Accurate nor Inaccurate (3),No Engagement,3.379,3.759,Neither Accurate nor Inaccurate (3),No Engagement,3.132,3.898,More fake than real (2),1.679,2.713,1,2,0
135,2,3,Very Inaccurate (1),No Engagement,9.867,10.98,Very Inaccurate (1),Reply,3.754,5.107,More real than fake (4),0,0.888,1,2,0
135,3,1,Somewhat Accurate (4),No Engagement,14.201,15.219,Somewhat Accurate (4),No Engagement,3.587,4.75,More fake than real (2),1.28,2.108,1,2,0
136,1,1,Somewhat Accurate (4),Like,3.17,3.883,Somewhat Accurate (4),Like,3.059,3.905,More fake than real (2),0,8.967,1,1,1
136,2,2,Somewhat Accurate (4),Like,6.296,8.007,Neither Accurate nor Inaccurate (3),No Engagement,27.42,28.172,More fake than real (2),0,1.227,1,1,1
136,3,3,Neither Accurate nor Inaccurate (3),No Engagement,2.675,3.377,Somewhat Inaccurate (2),No Engagement,3.43,4.789,More fake than real (2),3.737,5.59,1,1,1
137,1,1,Neither Accurate nor Inaccurate (3),No Engagement,1.074,1.869,Neither Accurate nor Inaccurate (3),No Engagement,1.266,2.07,More fake than real (2),0,0.672,1,0,1
137,2,3,Neither Accurate nor Inaccurate (3),No Engagement,7.502,8.15,Neither Accurate nor Inaccurate (3),No Engagement,3.5,4.217,More real than fake (4),0,0.533,1,0,1
137,3,2,Somewhat Accurate (4),No Engagement,2.844,3.77,Somewhat Inaccurate (2),No Engagement,1.886,2.588,More fake than real (2),0,0.688,1,0,1
138,1,1,Neither Accurate nor Inaccurate (3),No Engagement,4.067,5.233,Neither Accurate nor Inaccurate (3),No Engagement,1.917,3.581,More fake than real (2),0,0.946,0,0,1
138,2,2,Neither Accurate nor Inaccurate (3),No Engagement,4.964,6.631,Somewhat Inaccurate (2),No Engagement,2.616,3.989,I'm not sure (3),0,0.74,0,0,1
138,3,3,Neither Accurate nor Inaccurate (3),No Engagement,3.23,3.948,Neither Accurate nor Inaccurate (3),No Engagement,8.755,9.538,I'm not sure (3),0,0.769,0,0,1
139,1,2,Neither Accurate nor Inaccurate (3),No Engagement,11.631,13.475,Very Inaccurate (1),No Engagement,27.801,29.155,More fake than real (2),4.204,5.333,1,2,0
139,2,3,Neither Accurate nor Inaccurate (3),No Engagement,30.515,32.181,Neither Accurate nor Inaccurate (3),No Engagement,16.71,18.515,More fake than real (2),31.994,33.643,1,2,0
139,3,1,Very Inaccurate (1),No Engagement,13.911,16.95,Very Inaccurate (1),No Engagement,11.488,13.042,More real than fake (4),16.028,17.307,1,2,0
140,1,3,Very Inaccurate (1),No Engagement,2.861,4.183,Somewhat Inaccurate (2),No Engagement,5.084,7.327,I'm not sure (3),3.363,4.872,1,1,1
140,2,1,Somewhat Accurate (4),No Engagement,1.748,2.794,Somewhat Accurate (4),Like,1.534,3.122,Definitely real (5),0,0.835,1,1,1
140,3,2,Very Inaccurate (1),No Engagement,6.571,8.697,Very Inaccurate (1),No Engagement,2.523,3.503,More fake than real (2),0,1.224,1,1,1
141,1,1,Very Accurate (5),External Share,30.228,30.716,Somewhat Accurate (4),External Share,33.882,34.685,Definitely real (5),8.442,9.18,0,1,1
141,2,2,Somewhat Inaccurate (2),No Engagement,30.977,31.726,Neither Accurate nor Inaccurate (3),No Engagement,19.881,20.384,I'm not sure (3),14.455,15.556,0,1,1
141,3,3,Neither Accurate nor Inaccurate (3),No Engagement,22.516,23.515,Somewhat Inaccurate (2),No Engagement,46.715,47.497,More fake than real (2),12.813,13.566,0,1,1
142,1,3,Very Inaccurate (1),No Engagement,3.038,5.033,Very Inaccurate (1),No Engagement,2.724,4.036,I'm not sure (3),0,1.3,0,0,1
142,2,2,Neither Accurate nor Inaccurate (3),No Engagement,1.8,3.661,Neither Accurate nor Inaccurate (3),No Engagement,4.072,5.517,I'm not sure (3),0,1.569,0,0,1
142,3,1,Somewhat Accurate (4),No Engagement,6.31,8.354,Somewhat Accurate (4),No Engagement,3.06,4.36,I'm not sure (3),0,0.962,0,0,1
143,1,1,Very Inaccurate (1),No Engagement,15.581,16.683,Neither Accurate nor Inaccurate (3),No Engagement,9.971,10.535,More fake than real (2),3.067,3.696,1,1,1
143,2,3,Very Inaccurate (1),No Engagement,3.031,3.85,Very Inaccurate (1),No Engagement,3.186,3.745,Definitely fake (1),2.141,2.902,1,1,1
143,3,2,Very Inaccurate (1),No Engagement,3.842,4.442,Very Inaccurate (1),No Engagement,4.768,5.347,Definitely fake (1),2.583,3.29,1,1,1
144,1,3,Very Inaccurate (1),No Engagement,7.382,8.14,Very Inaccurate (1),No Engagement,11.332,11.994,More fake than real (2),9.777,10.963,1,0,1
144,2,2,Neither Accurate nor Inaccurate (3),No Engagement,17.749,18.418,Neither Accurate nor Inaccurate (3),No Engagement,8.674,9.596,More fake than real (2),6.619,7.558,1,0,1
144,3,1,Very Inaccurate (1),No Engagement,19.157,20.222,Very Inaccurate (1),No Engagement,19.926,20.654,More fake than real (2),3.479,4.273,1,0,1
145,1,2,Somewhat Accurate (4),Like,23.038,24.044,Somewhat Accurate (4),Like,20.672,21.324,Definitely real (5),7.461,8.328,1,0,1
145,2,3,Very Inaccurate (1),No Engagement,3.91,5.083,Very Inaccurate (1),No Engagement,3.552,5.308,More real than fake (4),3.45,4.202,1,0,1
145,3,1,Very Inaccurate (1),No Engagement,6.752,7.438,Very Inaccurate (1),No Engagement,6.978,7.976,More fake than real (2),4.027,4.933,1,0,1
146,1,3,Very Inaccurate (1),No Engagement,1.078,2.474,Very Inaccurate (1),No Engagement,1.799,3.035,More fake than real (2),0,1.013,1,1,1
146,2,2,Somewhat Inaccurate (2),No Engagement,3.629,4.843,Very Inaccurate (1),No Engagement,8.22,9.593,Definitely fake (1),1.649,2.579,1,1,1
146,3,1,Neither Accurate nor Inaccurate (3),No Engagement,2.734,5.749,Very Inaccurate (1),No Engagement,1.764,4.783,Definitely fake (1),0,0.983,1,1,1
147,1,2,Somewhat Accurate (4),No Engagement,15.702,16.3,Somewhat Accurate (4),No Engagement,3.593,4.252,More real than fake (4),1.773,2.425,0,1,1
147,2,1,Somewhat Accurate (4),No Engagement,10.313,10.931,Somewhat Accurate (4),No Engagement,0.568,1.318,I'm not sure (3),8.719,9.493,0,1,1
147,3,3,Very Inaccurate (1),No Engagement,10.539,11.095,Very Inaccurate (1),No Engagement,11.267,12.016,Definitely fake (1),3.429,4.277,0,1,1
148,1,3,Neither Accurate nor Inaccurate (3),No Engagement,4.558,6.512,Somewhat Accurate (4),Like,3.088,4.801,More real than fake (4),0,3.166,0,0,1
148,2,1,Somewhat Inaccurate (2),No Engagement,4.263,5.901,Somewhat Inaccurate (2),No Engagement,2.089,3.799,More real than fake (4),4.724,6.183,0,0,1
148,3,2,Neither Accurate nor Inaccurate (3),No Engagement,7.345,9.913,Neither Accurate nor Inaccurate (3),No Engagement,2.279,4.587,More fake than real (2),0,1.56,0,0,1
149,1,3,Somewhat Inaccurate (2),No Engagement,2.052,3.008,Neither Accurate nor Inaccurate (3),No Engagement,1.456,3.426,More fake than real (2),0,0.837,0,0,0
149,2,1,Somewhat Accurate (4),No Engagement,3.361,5.635,Somewhat Accurate (4),No Engagement,2.88,4.858,I'm not sure (3),0,0.973,0,0,0
149,3,2,Somewhat Accurate (4),No Engagement,4.641,6.748,Neither Accurate nor Inaccurate (3),No Engagement,1.478,3.258,I'm not sure (3),0,0.866,0,0,0
150,1,1,Somewhat Accurate (4),No Engagement,4.85,6.429,Very Accurate (5),Retweet,3.917,4.785,More fake than real (2),1.01,1.836,1,1,1
150,2,3,Very Inaccurate (1),No Engagement,1.566,2.541,Very Inaccurate (1),No Engagement,1.392,2.593,More real than fake (4),0,1.089,1,1,1
150,3,2,Very Inaccurate (1),No Engagement,2.751,3.956,Very Inaccurate (1),No Engagement,2.066,3.166,Definitely fake (1),0,1.203,1,1,1
151,1,1,Somewhat Inaccurate (2),No Engagement,19.536,21.036,Somewhat Inaccurate (2),No Engagement,20.497,20.956,I'm not sure (3),9.618,11.647,0,1,1
151,2,2,Very Inaccurate (1),No Engagement,17.78,18.801,Very Inaccurate (1),No Engagement,8.852,9.759,I'm not sure (3),7.046,7.73,0,1,1
151,3,3,Very Inaccurate (1),No Engagement,11.554,12.33,Very Inaccurate (1),No Engagement,5.989,6.937,I'm not sure (3),4.259,5.012,0,1,1
152,1,1,Somewhat Inaccurate (2),No Engagement,22.533,23.17,Very Inaccurate (1),No Engagement,3.589,4.193,More real than fake (4),9.518,12.524,1,0,1
152,2,2,Very Inaccurate (1),No Engagement,20.5,21.277,Very Inaccurate (1),No Engagement,15.335,15.889,More real than fake (4),6.341,6.947,1,0,1
152,3,3,Very Inaccurate (1),No Engagement,13.369,14.208,Very Inaccurate (1),No Engagement,5.985,6.583,More fake than real (2),14.86,17.456,1,0,1
153,1,1,Neither Accurate nor Inaccurate (3),External Share,6.261,6.689,Somewhat Accurate (4),External Share,3.91,5.06,More fake than real (2),0,3.054,0,1,1
153,2,3,Somewhat Inaccurate (2),No Engagement,2.949,4.564,Somewhat Inaccurate (2),No Engagement,3.925,5.111,I'm not sure (3),0,1.563,0,1,1
153,3,2,Neither Accurate nor Inaccurate (3),No Engagement,2.238,3.095,Neither Accurate nor Inaccurate (3),No Engagement,2.38,3.776,Definitely fake (1),0,1.019,0,1,1
154,1,2,Neither Accurate nor Inaccurate (3),No Engagement,17.533,19.814,Neither Accurate nor Inaccurate (3),No Engagement,37.706,38.74,Definitely real (5),2.546,4.049,1,1,0
154,2,1,Somewhat Inaccurate (2),No Engagement,16.48,17.674,Somewhat Inaccurate (2),No Engagement,10.289,11.255,Definitely real (5),3.33,5.696,1,1,0
154,3,3,Neither Accurate nor Inaccurate (3),No Engagement,39.972,51.758,Neither Accurate nor Inaccurate (3),No Engagement,16.701,18.121,More real than fake (4),21.183,23.547,1,1,0
155,1,1,Very Accurate (5),Retweet,34.05,34.797,Somewhat Inaccurate (2),No Engagement,31.412,32.219,I'm not sure (3),16.773,17.909,0,2,0
155,2,3,Somewhat Accurate (4),Retweet,30.509,31.798,Somewhat Accurate (4),Retweet,18.08,18.955,More real than fake (4),9.741,10.36,0,2,0
155,3,2,Somewhat Accurate (4),No Engagement,35.538,36.541,Somewhat Accurate (4),No Engagement,59.03,59.968,More fake than real (2),13.182,17.06,0,2,0
156,1,2,Somewhat Inaccurate (2),Like,30.155,30.771,Very Inaccurate (1),No Engagement,19.615,20.519,More real than fake (4),14.623,15.889,0,0,1
156,2,1,Somewhat Accurate (4),No Engagement,25.533,26.982,Neither Accurate nor Inaccurate (3),No Engagement,22.705,23.453,Definitely real (5),20,20.922,0,0,1
156,3,3,Very Inaccurate (1),No Engagement,14.789,16.339,Very Inaccurate (1),No Engagement,7.48,8.378,More fake than real (2),11.685,13.377,0,0,1
157,1,3,Very Inaccurate (1),No Engagement,3.962,6.889,Very Inaccurate (1),No Engagement,3.138,5.304,More real than fake (4),0,9.484,1,0,1
157,2,2,Very Inaccurate (1),No Engagement,9.642,10.972,Very Inaccurate (1),No Engagement,1.445,3.073,More fake than real (2),0,1.371,1,0,1
157,3,1,Neither Accurate nor Inaccurate (3),No Engagement,4.874,10.06,Neither Accurate nor Inaccurate (3),No Engagement,1.992,3.613,More fake than real (2),0,1.837,1,0,1
158,1,1,Somewhat Inaccurate (2),No Engagement,8.661,9.702,Somewhat Inaccurate (2),No Engagement,2.242,3.018,More fake than real (2),0,0.892,0,0,0
158,2,3,Very Inaccurate (1),No Engagement,3.457,5.346,Somewhat Accurate (4),No Engagement,5.6,6.796,More fake than real (2),0,1.716,0,0,0
158,3,2,Very Accurate (5),Like,3.015,4.595,Very Accurate (5),Like,2.163,3.268,Definitely fake (1),0,0.874,0,0,0
159,1,2,Somewhat Accurate (4),No Engagement,25.946,26.481,Somewhat Inaccurate (2),No Engagement,19.646,20.508,More fake than real (2),10.27,11.216,1,2,0
159,2,1,Somewhat Inaccurate (2),No Engagement,13.523,14,Somewhat Inaccurate (2),No Engagement,17.26,17.786,I'm not sure (3),3.945,5.176,1,2,0
159,3,3,Very Inaccurate (1),No Engagement,15.11,15.847,Very Inaccurate (1),No Engagement,3.48,4.001,Definitely fake (1),1.811,2.481,1,2,0
160,1,1,Somewhat Accurate (4),No Engagement,81.278,82.646,Somewhat Accurate (4),No Engagement,2.234,3.608,More real than fake (4),7.786,9.14,1,0,0
160,2,3,Very Inaccurate (1),No Engagement,105.937,107.646,Very Inaccurate (1),No Engagement,3.215,4.742,I'm not sure (3),2.451,9.277,1,0,0
160,3,2,Neither Accurate nor Inaccurate (3),No Engagement,4.692,6.439,Neither Accurate nor Inaccurate (3),No Engagement,2.234,3.444,I'm not sure (3),1.209,2.31,1,0,0
161,1,2,Somewhat Inaccurate (2),No Engagement,5.711,6.654,Neither Accurate nor Inaccurate (3),No Engagement,1.489,2.389,Definitely real (5),0,1.133,1,1,1
161,2,1,Neither Accurate nor Inaccurate (3),No Engagement,4.669,5.79,Neither Accurate nor Inaccurate (3),No Engagement,1.01,2.081,Definitely real (5),0,0.972,1,1,1
161,3,3,Somewhat Inaccurate (2),No Engagement,2.072,3.898,Somewhat Inaccurate (2),No Engagement,1.975,3.789,More real than fake (4),0,6.433,1,1,1
162,1,1,Somewhat Accurate (4),No Engagement,19.914,20.802,Somewhat Accurate (4),Like,4.72,5.365,More real than fake (4),2.274,2.984,1,0,0
162,2,3,Somewhat Accurate (4),No Engagement,22.503,23.403,Very Inaccurate (1),No Engagement,28.465,29.044,More fake than real (2),5.951,7.108,1,0,0
162,3,2,Neither Accurate nor Inaccurate (3),No Engagement,14.99,15.971,Neither Accurate nor Inaccurate (3),No Engagement,11.57,12.235,Definitely fake (1),1.918,2.622,1,0,0
